id,Text,clean,cluster
2926,Im done. Just studyn in library,im done just studyn in library,4
2927,Ok... U enjoy ur shows...,ok u enjoy ur shows,8
2928,Anything...,anything,6
2929,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,where wuld i be without my baby the thought alone mite break me and i don t wanna go crazy but everyboy needs his lady xxxxxxxx,6
2930,Wat's my dear doing? Sleeping ah?,wat s my dear doing sleeping ah,6
2931,Hi' Test on  &lt;#&gt; rd ....,hi test on lt gt rd,1
2932,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,only students solved this cat question in xam lt gt lt gt lt gt then tell me the answer if u r brilliant thing i got d answr,1
2933,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,yo do you know anyone lt gt or otherwise able to buy liquor our guy flaked and right now if we don t get a hold of somebody its just loko all night,1
2934,Yup n her fren lor. I'm meeting my fren at 730.,yup n her fren lor i m meeting my fren at,6
2935,"Yeah, we got one lined up for us",yeah we got one lined up for us,6
2936,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",and stop wondering wow is she ever going to stop tm ing me because i will tm you whenever i want because you are mine laughs,5
2937,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep did that yesterday already got my fireplace now its just another icon sitting there for me,4
2938,Hey i've booked the pilates and yoga lesson already... Haha,hey i ve booked the pilates and yoga lesson already haha,6
2939,Are you ok. What happen to behave like this,are you ok what happen to behave like this,0
2940,You have 1 new message. Please call 08712400200.,you have new message please call,6
2941,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,my supervisor find me one lor i thk his students i havent ask her yet tell u aft i ask her,6
2942,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about,6
2943,No message..no responce..what happend?,no message no responce what happend,6
2944,We currently have a message awaiting your collection. To collect your message just call 08718723815.,we currently have a message awaiting your collection to collect your message just call,4
2945,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",hey babe sorry i didn t get sooner gary can come and fix it cause he thinks he knows what it is but he doesn t go as far a ptbo and he says it will cost lt gt bucks i don t know if it might be cheaper to find someone there we don t have any second hand machines at all right now let me know what you want to do babe,2
2946,make that 3! 4 fucks sake?! x,make that fucks sake x,6
2947,Leave it. U will always be ignorant.,leave it u will always be ignorant,6
2948,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),nope but i ll b going sch on fri quite early lor cos mys sis got paper in da morn,5
2949,at bruce b downs &amp; fletcher now,at bruce b downs amp fletcher now,6
2950,Where are you ? You said you would be here when I woke ... :-(,where are you you said you would be here when i woke,6
2951,Hey now am free you can call me.,hey now am free you can call me,6
2952,Tell me whos this pls:-),tell me whos this pls,6
2953,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent your mobile was awarded a bonus caller prize on our final attempt contact u call,6
2954,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,7
2955,Id have to check but there's only like 1 bowls worth left,id have to check but there s only like bowls worth left,0
2956,Yes there were many sweets,yes there were many sweets,6
2957,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,i would but i m still cozy and exhausted from last night nobody went to school or work everything is closed,6
2958,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u have a secret admirer reveal who thinks u r so special call to opt out reply reveal stop per msg recd cust care,6
2959,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,6
2960,Sir send to group mail check it.,sir send to group mail check it,6
2961,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,i m doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt n half pages,6
2962,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",none nowhere ikno doesdiscount shitinnit,6
2963,You dont know you jabo me abi.,you dont know you jabo me abi,2
2964,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",do you ever notice that when you re driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,5
2965,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,not yet had ya sapna aunty manege y day hogidhe chinnu full weak and swalpa black agidhane,5
2966,"Are you being good, baby? :)",are you being good baby,6
2967,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction with reference number lt gt for rs lt decimal gt has been credited to the beneficiary account on lt gt at lt time gt lt gt,1
2968,"Mostly sports type..lyk footbl,crckt..",mostly sports type lyk footbl crckt,6
2969,Ma head dey swell oh. Thanks for making my day,ma head dey swell oh thanks for making my day,5
2970,U should make a fb list,u should make a fb list,6
2971,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,height of confidence all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he said if it is made by my students,6
2972,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,sary just need tim in the bollox it hurt him a lot so he tol me,4
2973,Happy New Year Princess!,happy new year princess,6
2974,"I'll text carlos and let you know, hang on",i ll text carlos and let you know hang on,2
2975,"Don't worry, * is easy once have ingredients!",don t worry is easy once have ingredients,6
2976,I love u 2 my little pocy bell I am sorry but I love u,i love u my little pocy bell i am sorry but i love u,9
2977,"Ok omw now, you at castor?",ok omw now you at castor,8
2978,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,yar lor keep raining non stop or u wan go elsewhere,6
2979,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins txt on orange call mobileupd on or call optout qf,6
2980,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so i m picking her up at ard smth lor,5
2981,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear,6
